id,rating,party_id,text,sentDate
1278649,NULL,4,xxx,"2025-11-03 11:43:16"
1278652,NULL,1,xxx,"2025-11-03 11:45:30"
1278653,46526,4,xxx,"2025-11-03 11:46:07"
1278656,NULL,3,xxx,"2025-11-03 11:49:43"
1278657,NULL,4,xxx,"2025-11-03 11:50:08"
1278658,NULL,3,xxx,"2025-11-03 11:52:50"
1278660,NULL,1,xxx,"2025-11-03 11:54:33"
1278661,NULL,1,xxx,"2025-11-03 11:55:18"
1278662,NULL,1,xxx,"2025-11-03 11:55:57"
1278664,NULL,1,xxx,"2025-11-03 11:57:51"
1278665,NULL,1,xxx,"2025-11-03 11:59:32"
1278668,NULL,1,xxx,"2025-11-03 12:01:36"
1278671,NULL,2,xxx,"2025-11-03 12:02:21"
1278672,NULL,1,xxx,"2025-11-03 12:02:21"
1278673,NULL,1,xxx,"2025-11-03 12:03:25"
1278674,NULL,1,xxx,"2025-11-03 12:04:20"
1278677,NULL,1,xxx,"2025-11-03 12:06:50"
1278678,NULL,1,xxx,"2025-11-03 12:07:34"
1278681,NULL,1,xxx,"2025-11-03 12:08:50"
1278682,NULL,1,xxx,"2025-11-03 12:08:59"
1278684,NULL,3,xxx,"2025-11-03 12:11:24"
1278686,NULL,2,xxx,"2025-11-03 12:12:23"
1278687,NULL,1,xxx,"2025-11-03 12:13:22"
1278688,NULL,1,xxx,"2025-11-03 12:13:25"
1278691,NULL,1,xxx,"2025-11-03 12:15:06"
1278692,NULL,2,xxx,"2025-11-03 12:15:11"
1278694,NULL,2,xxx,"2025-11-03 12:17:50"
1278699,NULL,3,xxx,"2025-11-03 12:25:47"
1278701,NULL,1,xxx,"2025-11-03 12:30:22"
1278702,NULL,1,xxx,"2025-11-03 12:31:46"
1278703,NULL,4,xxx,"2025-11-03 12:31:57"
1278704,NULL,2,xxx,"2025-11-03 12:34:51"
1278705,NULL,1,xxx,"2025-11-03 12:37:57"
1278706,NULL,1,xxx,"2025-11-03 12:39:24"
1278707,NULL,4,xxx,"2025-11-03 12:43:37"
1278709,NULL,2,xxx,"2025-11-03 12:45:29"
1278711,NULL,4,xxx,"2025-11-03 12:46:16"
1278712,NULL,2,xxx,"2025-11-03 12:48:05"
1278714,NULL,4,xxx,"2025-11-03 14:28:56"
1278715,NULL,4,xxx,"2025-11-03 12:58:03"
1278716,NULL,1,xxx,"2025-11-03 12:59:48"
1278718,NULL,1,xxx,"2025-11-03 13:02:38"
1278722,NULL,3,xxx,"2025-11-03 13:07:56"
1278724,NULL,1,xxx,"2025-11-03 13:08:58"
1278726,NULL,1,xxx,"2025-11-03 13:12:02"
1278727,NULL,2,xxx,"2025-11-03 13:12:38"
1278730,NULL,2,xxx,"2025-11-03 13:14:33"
1278731,NULL,2,xxx,"2025-11-03 13:15:51"
1278734,NULL,1,xxx,"2025-11-03 13:17:29"
1278735,NULL,2,xxx,"2025-11-03 13:18:14"
1278738,NULL,2,xxx,"2025-11-03 13:21:27"
1278739,NULL,2,xxx,"2025-11-03 13:22:11"
1278740,NULL,1,xxx,"2025-11-03 13:22:32"
1278743,NULL,2,xxx,"2025-11-03 13:26:10"
1278747,NULL,1,xxx,"2025-11-03 13:29:01"
1278748,NULL,3,xxx,"2025-11-03 13:29:18"
1278749,NULL,2,xxx,"2025-11-03 13:29:28"
1278751,NULL,1,xxx,"2025-11-03 13:31:22"
1278753,NULL,1,xxx,"2025-11-03 13:31:59"
1278754,NULL,1,xxx,"2025-11-03 13:31:59"
1278755,NULL,2,xxx,"2025-11-03 13:32:17"
1278756,NULL,2,xxx,"2025-11-03 13:32:19"
1278758,NULL,3,xxx,"2025-11-03 13:33:21"
1278760,NULL,4,xxx,"2025-11-03 13:35:48"
1278761,NULL,1,xxx,"2025-11-03 13:36:34"
1278762,NULL,1,xxx,"2025-11-03 13:38:01"
1278763,NULL,2,xxx,"2025-11-03 13:39:06"
1278764,NULL,2,xxx,"2025-11-03 13:39:43"
1278767,NULL,1,xxx,"2025-11-03 13:41:06"
1278771,NULL,2,xxx,"2025-11-03 13:43:05"
1278774,NULL,2,xxx,"2025-11-03 13:44:36"
1278776,NULL,2,xxx,"2025-11-03 13:46:02"
1278779,NULL,1,xxx,"2025-11-03 13:51:43"
1278781,NULL,1,xxx,"2025-11-03 13:53:53"
1278783,NULL,1,xxx,"2025-11-03 13:59:24"
1278784,NULL,1,xxx,"2025-11-03 14:00:38"
1278787,NULL,1,xxx,"2025-11-03 14:02:08"
1278788,NULL,1,xxx,"2025-11-03 14:03:35"
1278790,NULL,4,xxx,"2025-11-03 14:08:44"
1278791,NULL,4,xxx,"2025-11-03 14:11:28"
1278794,NULL,1,xxx,"2025-11-03 14:14:32"
1278796,NULL,1,xxx,"2025-11-03 14:15:26"
1278797,NULL,3,xxx,"2025-11-03 14:17:37"
1278798,NULL,1,xxx,"2025-11-03 14:18:35"
1278799,NULL,3,xxx,"2025-11-03 14:19:49"
1278802,NULL,1,xxx,"2025-11-03 14:22:12"
1278804,NULL,3,xxx,"2025-11-03 14:23:20"
1278806,NULL,3,xxx,"2025-11-03 14:24:39"
1278807,NULL,1,xxx,"2025-11-03 14:25:58"
1278810,NULL,2,xxx,"2025-11-03 14:27:28"
1278811,NULL,2,xxx,"2025-11-03 14:28:27"
1278812,NULL,2,xxx,"2025-11-03 14:29:36"
1278813,NULL,1,xxx,"2025-11-03 14:29:42"
1278814,NULL,2,xxx,"2025-11-03 14:29:56"
1278817,NULL,1,xxx,"2025-11-03 14:34:27"
1278818,NULL,2,xxx,"2025-11-03 14:36:10"
1278821,NULL,2,xxx,"2025-11-03 14:39:04"
1278822,NULL,2,xxx,"2025-11-03 14:41:00"
1278823,NULL,1,xxx,"2025-11-03 14:41:01"
1278825,NULL,1,xxx,"2025-11-03 14:41:35"
1278827,NULL,2,xxx,"2025-11-03 14:45:14"
1278828,NULL,2,xxx,"2025-11-03 14:47:49"
1278831,NULL,1,xxx,"2025-11-03 14:49:02"
1278832,NULL,4,xxx,"2025-11-03 14:49:38"
1278833,NULL,2,xxx,"2025-11-03 14:49:21"
1278834,NULL,1,xxx,"2025-11-03 14:49:38"
1278835,NULL,1,xxx,"2025-11-03 14:50:50"
1278836,NULL,2,xxx,"2025-11-03 14:51:43"
1278837,NULL,1,xxx,"2025-11-03 14:53:10"
1278838,NULL,2,xxx,"2025-11-03 14:53:34"
1278839,NULL,1,xxx,"2025-11-03 14:53:40"
1278840,NULL,1,xxx,"2025-11-03 14:55:43"
1278842,NULL,1,xxx,"2025-11-03 14:57:39"
1278843,NULL,2,xxx,"2025-11-03 14:57:49"
1278844,NULL,1,xxx,"2025-11-03 14:58:17"
1278846,NULL,1,xxx,"2025-11-03 15:02:31"
1278847,NULL,2,xxx,"2025-11-03 15:03:32"
1278848,NULL,3,xxx,"2025-11-03 15:04:59"
1278849,NULL,2,xxx,"2025-11-03 15:07:17"
1278850,NULL,4,xxx,"2025-11-03 15:08:38"
1278852,NULL,3,xxx,"2025-11-03 15:09:52"
1278854,NULL,4,xxx,"2025-11-03 15:11:22"
1278855,NULL,1,xxx,"2025-11-03 15:14:04"
1278857,NULL,1,xxx,"2025-11-03 15:15:15"
1278859,NULL,2,xxx,"2025-11-03 15:17:01"
1278861,NULL,3,xxx,"2025-11-03 15:18:17"
1278862,NULL,1,xxx,"2025-11-03 15:18:19"
1278865,NULL,1,xxx,"2025-11-03 15:22:46"
1278867,NULL,4,xxx,"2025-11-03 15:23:11"
1278868,NULL,1,xxx,"2025-11-03 15:24:00"
1278869,NULL,2,xxx,"2025-11-03 15:24:20"
1278872,NULL,2,xxx,"2025-11-03 15:31:42"
1278873,NULL,2,xxx,"2025-11-03 15:33:18"
1278876,NULL,1,xxx,"2025-11-03 15:34:33"
1278879,NULL,1,xxx,"2025-11-03 15:36:17"
1278880,NULL,1,xxx,"2025-11-03 15:36:24"
1278881,NULL,3,xxx,"2025-11-03 15:37:01"
1278882,NULL,1,xxx,"2025-11-03 15:38:04"
1278883,NULL,1,xxx,"2025-11-03 15:39:01"
1278887,NULL,1,xxx,"2025-11-03 15:43:54"
1278890,NULL,1,xxx,"2025-11-03 15:47:44"
1278892,NULL,4,xxx,"2025-11-03 15:48:27"
1278894,NULL,2,xxx,"2025-11-03 15:49:05"
1278895,NULL,2,xxx,"2025-11-03 15:49:35"
1278896,NULL,1,xxx,"2025-11-03 15:49:52"
1278898,NULL,2,xxx,"2025-11-03 15:52:56"
1278899,NULL,1,xxx,"2025-11-03 15:53:21"
1278902,NULL,3,xxx,"2025-11-03 15:54:54"
1278903,NULL,2,xxx,"2025-11-03 15:55:53"
1278904,NULL,2,xxx,"2025-11-03 15:56:09"
1278905,NULL,2,xxx,"2025-11-03 15:57:00"
1278908,NULL,1,xxx,"2025-11-03 16:00:35"
1278911,NULL,3,xxx,"2025-11-03 16:01:57"
1278912,NULL,1,xxx,"2025-11-03 16:02:26"
1278913,NULL,4,xxx,"2025-11-03 16:08:13"
1278914,NULL,1,xxx,"2025-11-03 16:03:57"
1278916,NULL,2,xxx,"2025-11-03 16:05:58"
1278918,NULL,1,xxx,"2025-11-03 16:07:10"
1278919,NULL,1,xxx,"2025-11-03 16:08:17"
1278923,NULL,4,xxx,"2025-11-03 16:36:10"
1278924,NULL,1,xxx,"2025-11-03 16:11:43"
1278925,NULL,1,xxx,"2025-11-03 16:12:10"
1278927,NULL,2,xxx,"2025-11-03 16:13:22"
1278929,NULL,1,xxx,"2025-11-03 16:16:01"
1278931,NULL,1,xxx,"2025-11-03 16:18:09"
1278932,NULL,2,xxx,"2025-11-03 16:19:51"
1278934,NULL,2,xxx,"2025-11-03 16:20:42"
1278935,NULL,2,xxx,"2025-11-03 16:21:01"
1278937,NULL,2,xxx,"2025-11-03 16:24:29"
1278938,NULL,4,xxx,"2025-11-03 16:26:14"
1278939,NULL,4,xxx,"2025-11-03 16:33:10"
1278940,46505,2,xxx,"2025-11-03 16:29:34"
1278946,NULL,4,xxx,"2025-11-03 16:42:15"
1278947,NULL,1,xxx,"2025-11-03 16:43:14"
1278948,NULL,2,xxx,"2025-11-03 16:45:01"
1278950,NULL,1,xxx,"2025-11-03 16:48:12"
1278951,NULL,1,xxx,"2025-11-03 16:48:17"
1278952,NULL,1,xxx,"2025-11-03 16:50:30"
1278953,NULL,1,xxx,"2025-11-03 16:54:56"
1278954,NULL,4,xxx,"2025-11-03 16:55:13"
1278956,NULL,2,xxx,"2025-11-03 16:57:16"
1278959,NULL,3,xxx,"2025-11-03 17:00:57"
1278961,NULL,2,xxx,"2025-11-03 17:02:54"
1278963,NULL,1,xxx,"2025-11-03 17:03:53"
1278964,NULL,2,xxx,"2025-11-03 17:04:05"
1278965,NULL,4,xxx,"2025-11-03 17:04:45"
1278967,NULL,1,xxx,"2025-11-03 17:05:02"
1278968,NULL,1,xxx,"2025-11-03 17:05:42"
1278969,NULL,1,xxx,"2025-11-03 17:06:59"
1278970,NULL,1,xxx,"2025-11-03 17:07:04"
1278971,NULL,1,xxx,"2025-11-03 17:07:47"
1278977,NULL,1,xxx,"2025-11-03 17:12:51"
1278978,NULL,4,xxx,"2025-11-03 17:12:54"
1278987,NULL,2,xxx,"2025-11-03 17:23:10"
1278989,NULL,1,xxx,"2025-11-03 17:25:04"
1278990,NULL,1,xxx,"2025-11-03 17:25:35"
1278994,46506,4,xxx,"2025-11-03 17:30:55"
1278995,NULL,2,xxx,"2025-11-03 17:34:31"
1278996,NULL,2,xxx,"2025-11-03 17:37:18"
1279000,NULL,1,xxx,"2025-11-03 18:00:53"
1279001,NULL,2,xxx,"2025-11-03 18:04:16"
1279003,NULL,1,xxx,"2025-11-03 18:09:30"
1279004,NULL,1,xxx,"2025-11-03 18:12:17"
1279006,46512,4,xxx,"2025-11-03 18:45:09"
1279007,NULL,1,xxx,"2025-11-03 18:45:44"
1279008,NULL,1,xxx,"2025-11-03 18:54:22"
1279010,NULL,4,xxx,"2025-11-03 19:00:33"
1279011,NULL,1,xxx,"2025-11-03 19:00:50"
1279013,NULL,4,xxx,"2025-11-03 22:02:56"
1279016,NULL,2,xxx,"2025-11-03 19:59:41"
1279017,NULL,1,xxx,"2025-11-03 20:21:03"
1279018,NULL,2,xxx,"2025-11-03 20:25:22"
1279021,NULL,1,xxx,"2025-11-03 20:39:38"
1279023,NULL,1,xxx,"2025-11-03 20:45:11"
1279024,NULL,1,xxx,"2025-11-03 20:45:49"
1279030,NULL,1,xxx,"2025-11-03 21:06:58"
1279034,NULL,1,xxx,"2025-11-03 21:22:07"
1279035,NULL,4,xxx,"2025-11-03 22:02:29"
1279037,46510,4,xxx,"2025-11-03 21:44:00"
1279038,NULL,1,xxx,"2025-11-03 22:15:49"
1279040,NULL,4,xxx,"2025-11-03 22:39:00"
1279041,NULL,2,xxx,"2025-11-03 23:00:41"
1279042,NULL,1,xxx,"2025-11-03 23:00:58"
1279043,NULL,1,xxx,"2025-11-03 23:04:26"
1279044,46511,2,xxx,"2025-11-03 23:36:30"
1279048,NULL,1,xxx,"2025-11-04 00:00:05"
1279053,NULL,2,xxx,"2025-11-04 01:08:53"
1279063,NULL,2,xxx,"2025-11-04 06:07:59"
1279067,NULL,2,xxx,"2025-11-04 07:06:34"
1279069,NULL,1,xxx,"2025-11-04 07:32:29"
1279071,NULL,2,xxx,"2025-11-04 07:53:16"
1279072,NULL,1,xxx,"2025-11-04 07:58:19"
1279073,NULL,3,xxx,"2025-11-04 08:02:40"
1279075,NULL,1,xxx,"2025-11-04 08:09:49"
1279076,NULL,1,xxx,"2025-11-04 08:11:58"
1279077,NULL,1,xxx,"2025-11-04 08:13:19"
1279080,NULL,2,xxx,"2025-11-04 08:19:31"
1279081,NULL,1,xxx,"2025-11-04 08:22:11"
1279083,NULL,4,xxx,"2025-11-04 08:22:45"
1279085,NULL,1,xxx,"2025-11-04 08:25:38"
1279086,NULL,4,xxx,"2025-11-04 08:27:36"
1279087,NULL,2,xxx,"2025-11-04 08:29:36"
1279090,NULL,1,xxx,"2025-11-04 08:40:25"
1279091,NULL,2,xxx,"2025-11-04 08:40:37"
1279093,NULL,2,xxx,"2025-11-04 08:41:45"
1279095,NULL,1,xxx,"2025-11-04 08:42:50"
1279097,NULL,2,xxx,"2025-11-04 08:46:40"
1279100,NULL,1,xxx,"2025-11-04 08:49:59"
1279103,NULL,1,xxx,"2025-11-04 08:51:22"
1279104,NULL,2,xxx,"2025-11-04 08:51:41"
1279105,NULL,2,xxx,"2025-11-04 08:51:42"
1279106,NULL,2,xxx,"2025-11-04 08:53:12"
1279111,NULL,1,xxx,"2025-11-04 08:59:47"
1279113,NULL,1,xxx,"2025-11-04 09:05:43"
1279114,NULL,1,xxx,"2025-11-04 09:06:33"
1279115,NULL,1,xxx,"2025-11-04 09:08:29"
1279117,NULL,2,xxx,"2025-11-04 09:11:51"
1279119,NULL,4,xxx,"2025-11-04 09:37:52"
1279121,NULL,1,xxx,"2025-11-04 09:14:30"
1279122,NULL,1,xxx,"2025-11-04 09:15:38"
1279126,NULL,2,xxx,"2025-11-04 09:19:01"
1279130,NULL,2,xxx,"2025-11-04 09:21:06"
1279132,NULL,1,xxx,"2025-11-04 09:24:45"
1279133,NULL,2,xxx,"2025-11-04 09:24:57"
1279134,NULL,1,xxx,"2025-11-04 09:28:36"
1279136,NULL,3,xxx,"2025-11-04 09:29:44"
1279137,NULL,2,xxx,"2025-11-04 09:29:45"
1279139,NULL,1,xxx,"2025-11-04 09:32:28"
1279140,NULL,1,xxx,"2025-11-04 09:32:36"
1279141,NULL,3,xxx,"2025-11-04 09:33:26"
1279144,NULL,2,xxx,"2025-11-04 09:37:36"
1279147,NULL,1,xxx,"2025-11-04 09:41:16"
1279148,NULL,1,xxx,"2025-11-04 09:41:24"
1279151,NULL,2,xxx,"2025-11-04 09:42:19"
1279156,NULL,1,xxx,"2025-11-04 09:50:35"
1279159,NULL,2,xxx,"2025-11-04 09:52:07"
1279160,NULL,2,xxx,"2025-11-04 09:52:36"
1279161,NULL,2,xxx,"2025-11-04 09:52:55"
1279164,NULL,1,xxx,"2025-11-04 09:53:46"
1279167,NULL,2,xxx,"2025-11-04 09:57:02"
1279169,NULL,1,xxx,"2025-11-04 09:57:50"
1279170,NULL,1,xxx,"2025-11-04 09:58:47"
1279171,NULL,1,xxx,"2025-11-04 09:59:42"
1279173,NULL,2,xxx,"2025-11-04 10:00:18"
1279174,NULL,1,xxx,"2025-11-04 10:01:41"
1279175,NULL,1,xxx,"2025-11-04 10:02:09"
1279178,NULL,1,xxx,"2025-11-04 10:06:25"
1279179,NULL,4,xxx,"2025-11-04 10:08:18"
1279180,NULL,4,xxx,"2025-11-04 10:07:04"
1279181,NULL,1,xxx,"2025-11-04 10:08:35"
1279184,NULL,1,xxx,"2025-11-04 10:09:56"
1279186,NULL,2,xxx,"2025-11-04 10:10:47"
1279187,NULL,2,xxx,"2025-11-04 10:13:01"
1279188,NULL,1,xxx,"2025-11-04 10:13:07"
1279189,NULL,1,xxx,"2025-11-04 10:14:31"
1279190,NULL,4,xxx,"2025-11-04 10:15:08"
1279192,46515,4,xxx,"2025-11-04 10:16:34"
1279194,NULL,2,xxx,"2025-11-04 10:17:10"
1279195,NULL,2,xxx,"2025-11-04 10:17:17"
1279197,NULL,1,xxx,"2025-11-04 10:17:32"
1279199,NULL,1,xxx,"2025-11-04 10:18:10"
1279204,NULL,4,xxx,"2025-11-04 10:20:10"
1279206,NULL,1,xxx,"2025-11-04 10:21:19"
1279208,NULL,1,xxx,"2025-11-04 10:23:10"
1279210,NULL,4,xxx,"2025-11-04 11:23:29"
1279211,NULL,1,xxx,"2025-11-04 10:25:57"
1279212,NULL,2,xxx,"2025-11-04 10:26:46"
1279213,NULL,1,xxx,"2025-11-04 10:27:30"
1279214,NULL,1,xxx,"2025-11-04 10:28:35"
1279216,NULL,2,xxx,"2025-11-04 10:28:47"
1279217,NULL,1,xxx,"2025-11-04 10:29:15"
1279218,NULL,2,xxx,"2025-11-04 10:29:46"
1279222,NULL,1,xxx,"2025-11-04 10:34:38"
1279224,NULL,2,xxx,"2025-11-04 10:35:40"
1279226,46514,4,xxx,"2025-11-04 10:39:48"
1279227,NULL,1,xxx,"2025-11-04 10:39:41"
1279228,NULL,3,xxx,"2025-11-04 10:40:42"
1279231,NULL,1,xxx,"2025-11-04 10:41:34"
1279234,NULL,1,xxx,"2025-11-04 10:45:29"
1279236,NULL,1,xxx,"2025-11-04 10:46:43"
1279238,NULL,1,xxx,"2025-11-04 10:47:48"
1279239,NULL,1,xxx,"2025-11-04 10:47:53"
1279240,NULL,1,xxx,"2025-11-04 10:48:28"
1279243,NULL,1,xxx,"2025-11-04 10:49:58"
1279249,NULL,4,xxx,"2025-11-04 10:57:27"
1279250,NULL,1,xxx,"2025-11-04 10:58:17"
1279253,NULL,1,xxx,"2025-11-04 11:00:42"
1279255,NULL,1,xxx,"2025-11-04 11:04:07"
1279257,NULL,2,xxx,"2025-11-04 11:05:15"
1279258,NULL,2,xxx,"2025-11-04 11:06:07"
1279259,NULL,4,xxx,"2025-11-04 11:07:47"
1279262,NULL,2,xxx,"2025-11-04 11:12:18"
1279266,NULL,1,xxx,"2025-11-04 11:13:42"
1279267,NULL,1,xxx,"2025-11-04 11:15:35"
1279268,NULL,4,xxx,"2025-11-04 11:17:01"
1279269,46527,4,xxx,"2025-11-04 11:27:15"
1279270,NULL,3,xxx,"2025-11-04 11:16:14"
1279271,NULL,4,xxx,"2025-11-04 11:32:44"
1279272,NULL,1,xxx,"2025-11-04 11:17:50"
1279277,NULL,2,xxx,"2025-11-04 11:21:42"
1279279,46528,4,xxx,"2025-11-04 11:24:49"
1279280,NULL,1,xxx,"2025-11-04 11:26:05"
1279281,NULL,2,xxx,"2025-11-04 11:26:07"
1279282,NULL,1,xxx,"2025-11-04 11:26:54"
1279283,NULL,2,xxx,"2025-11-04 11:27:12"
1279284,NULL,3,xxx,"2025-11-04 11:30:44"
1279287,NULL,4,xxx,"2025-11-04 12:22:12"
1279288,NULL,1,xxx,"2025-11-04 11:32:47"
1279289,NULL,3,xxx,"2025-11-04 11:32:53"
1279290,NULL,1,xxx,"2025-11-04 11:32:57"
1279291,NULL,2,xxx,"2025-11-04 11:34:56"
1279292,NULL,4,xxx,"2025-11-04 11:35:12"
1279294,NULL,1,xxx,"2025-11-04 11:39:18"
1279295,NULL,2,xxx,"2025-11-04 11:40:50"
1279299,NULL,3,xxx,"2025-11-04 11:46:09"
1279300,NULL,2,xxx,"2025-11-04 11:47:47"
1279301,NULL,2,xxx,"2025-11-04 11:48:07"
1279302,NULL,1,xxx,"2025-11-04 11:48:45"
1279307,NULL,3,xxx,"2025-11-04 11:53:04"
1279308,NULL,1,xxx,"2025-11-04 11:56:07"
1279311,NULL,2,xxx,"2025-11-04 12:01:36"
1279313,NULL,2,xxx,"2025-11-04 12:01:52"
1279314,NULL,1,xxx,"2025-11-04 12:02:18"
1279315,NULL,1,xxx,"2025-11-04 12:02:38"
1279316,NULL,1,xxx,"2025-11-04 12:04:01"
1279317,NULL,1,xxx,"2025-11-04 12:06:18"
1279318,NULL,1,xxx,"2025-11-04 12:06:29"
1279319,NULL,2,xxx,"2025-11-04 12:08:27"
1279320,NULL,2,xxx,"2025-11-04 12:11:16"
1279321,NULL,1,xxx,"2025-11-04 12:15:28"
1279323,NULL,1,xxx,"2025-11-04 12:20:16"
1279325,NULL,2,xxx,"2025-11-04 12:21:08"
1279326,NULL,2,xxx,"2025-11-04 12:22:24"
1279327,NULL,4,xxx,"2025-11-04 15:19:49"
1279328,NULL,1,xxx,"2025-11-04 12:23:18"
