support_ticket_id,support_ticket_answer_id
317340,1289508
317340,1289512
317340,1289759
317341,1278688
317342,1278691
317342,1278694
317342,1278724
317342,1278731
317342,1278781
317342,1278814
317342,1278823
317342,1278827
317342,1278840
317342,1278843
317342,1278953
317342,1278956
317343,1278699
317343,1280660
317344,1278705
317344,1278716
317344,1278755
317345,1278718
317345,1278763
317345,1280045
317345,1287001
317345,1287445
317346,1278726
317346,1278735
317346,1278740
317346,1278756
317346,1278762
317346,1278764
317346,1278779
317346,1278811
317346,1278844
317346,1278859
317346,1278914
317346,1278934
317346,1278935
317346,1278967
317346,1278996
317346,1279001
317346,1281674
317347,1278747
317347,1279885
317348,1278751
317348,1279018
317348,1279562
317348,1279738
317349,1278754
317349,1278867
317350,1278758
317350,1278791
317351,1278783
317351,1279137
317352,1278787
317352,1280669
317352,1280738
317352,1284359
317352,1288604
317353,1278788
317353,1279083
317354,1278794
317354,1278838
317354,1278882
317354,1279130
317355,1278796
317355,1278903
317355,1278908
317355,1278937
317356,1278797
317356,1279063
317356,1279888
317356,1279901
317356,1279941
317356,1280369
317356,1280383
317356,1280410
317356,1280418
317356,1280872
317356,1280973
317356,1290517
317356,1290530
317357,1278799
317357,1279320
317357,1279461
317357,1279674
317357,1280052
317357,1280479
317358,1278802
317358,1278832
317358,1278839
317359,1278817
317359,1278913
317360,1278831
317360,1278868
317360,1279105
317361,1278834
317361,1279133
317362,1278837
317362,1278964
317363,1278846
317363,1280783
317364,1278852
317364,1278939
317365,1278855
317365,1279071
317365,1279090
317365,1279814
317365,1279858
317365,1282099
317365,1284182
317366,1278861
317366,1281926
317367,1278876
317367,1278880
317367,1278905
317368,1278879
317368,1278961
317368,1278970
317368,1279091
317368,1280012
317368,1281192
317368,1288884
317368,1289032
317368,1289033
317368,1289095
317369,1278881
317369,1279067
317370,1278883
317370,1278894
317371,1278887
317371,1278895
317371,1278899
317371,1278916
317371,1278924
317372,1278890
317372,1278946
317373,1278896
317373,1278904
317373,1279081
317373,1279087
317373,1279122
317373,1279126
317373,1279208
317373,1279212
317373,1286841
317373,1286845
317373,1286852
317373,1286869
317373,1286916
317373,1286922
317373,1286924
317373,1286930
317373,1286955
317373,1286960
317373,1286980
317373,1286986
317373,1287014
317373,1287016
317374,1278902
317374,1279455
317375,1278911
317375,1280837
317376,1278918
317376,1278927
317377,1278925
317377,1279496
317377,1280079
317378,1278929
317378,1278948
317378,1279085
317378,1279159
317379,1278950
317379,1279037
317380,1278951
317380,1278954
317380,1279280
317380,1279530
317381,1278952
317381,1278994
317381,1279008
317381,1279010
317382,1278959
317382,1281415
317382,1284989
317383,1278968
317383,1278995
317384,1278969
317384,1279501
317384,1281946
317384,1282266
317384,1282285
317384,1282373
317384,1282553
317384,1282720
317384,1283222
317384,1283381
317385,1278971
317385,1279489
317385,1279560
317385,1279565
317386,1278977
317386,1279023
317386,1279653
317386,1279710
317386,1279959
317386,1279960
317386,1280015
317386,1280375
317386,1280808
317386,1280813
317386,1280819
317386,1280849
317386,1281061
317386,1281237
317386,1281494
317386,1281532
317386,1282890
317387,1278990
317387,1279699
317387,1280586
317388,1279000
317388,1279006
317388,1279175
317389,1279007
317389,1279013
317389,1279069
317389,1279316
317389,1279376
317390,1279011
317390,1279016
317390,1279034
317390,1279041
317390,1279100
317390,1279104
317390,1279288
317390,1279291
317390,1279294
317390,1279295
317390,1279317
317390,1279319
317390,1279321
317390,1279325
317390,1279331
317390,1279343
317390,1279353
317390,1279356
317390,1279381
317390,1279388
317391,1279017
317391,1279024
317391,1279106
317391,1279216
317391,1279218
317391,1279262
317392,1279030
317392,1279035
317392,1279095
317392,1279249
317393,1279043
317393,1279300
317393,1279315
317393,1279358
317393,1279385
317394,1279048
317394,1279053
317394,1279103
317394,1279160
317394,1279250
317394,1279283
317394,1279519
317394,1279597
317394,1279627
317394,1279637
317394,1279652
317394,1279654
317394,1279726
317394,1279739
317394,1279789
317394,1279879
317394,1279889
317394,1279894
317394,1279909
317394,1279918
317395,1279072
317395,1280091
317395,1281800
317395,1282719
317395,1283042
317395,1283356
317395,1283365
317395,1283521
317395,1283566
317396,1279073
317396,1279365
317397,1279075
317397,1279161
317397,1279188
317397,1279557
317397,1279676
317397,1280127
317397,1284131
317397,1284582
317397,1284671
317397,1285304
317397,1287517
317397,1288575
317397,1289038
317397,1289403
317397,1289425
317398,1279076
317398,1279144
317398,1281735
317399,1279077
317399,1279086
317400,1279111
317400,1279179
317400,1279206
317400,1279211
317400,1279222
317400,1279287
317400,1279421
317400,1279422
317400,1279477
317400,1279485
317400,1279493
317400,1279506
317400,1279679
317400,1280268
317400,1280315
317401,1279113
317402,1279114
317402,1279167
317403,1279115
317403,1279119
317404,1279132
317404,1279173
317404,1283984
317405,1279134
317405,1279192
317405,1279272
317405,1279344
317406,1279136
317406,1279224
317407,1279139
317407,1279151
317408,1279140
317408,1279417
317408,1279451
317408,1279907
317408,1280067
317408,1280082
317408,1280113
317409,1279141
317409,1279268
317409,1279289
317409,1279330
317410,1279147
317410,1279258
317410,1279282
317410,1279450
317411,1279148
317411,1279180
317411,1279419
317411,1279508
317411,1279515
317412,1279156
317412,1279226
317412,1279239
317413,1279164
317413,1279594
317413,1280894
317413,1281340
317413,1281840
317413,1281892
317414,1279169
317414,1279186
317414,1279236
317414,1279301
317414,1279414
317414,1279438
317414,1279474
317414,1279682
317414,1279913
317414,1280150
317414,1280393
317414,1280459
317415,1279174
317415,1279190
317416,1279178
317416,1280663
317416,1281062
317416,1281123
317417,1279181
317417,1279525
317417,1279782
317417,1281119
317417,1282563
317417,1283467
317418,1279184
317418,1279558
317419,1279189
317419,1279204
317420,1279197
317420,1279292
317420,1279771
317420,1279786
317421,1279199
317421,1279667
317421,1280855
317421,1280866
317421,1284035
317421,1285253
317422,1279214
317422,1279259
317423,1279217
317423,1279269
317423,1279602
317423,1279612
317424,1279227
317424,1279484
317425,1279231
317425,1279279
317425,1279628
317425,1279743
317426,1279234
317426,1280553
317426,1280606
317427,1279238
317427,1279257
317428,1279240
317428,1279271
317429,1279243
317429,1282083
317429,1289453
317429,1290321
317430,1279253
317430,1279538
317430,1279548
317430,1280060
317430,1280603
317430,1281335
317431,1279266
317431,1279431
317431,1279815
317432,1279267
317432,1279479
317432,1281181
317432,1281288
317432,1281914
317432,1281917
317432,1281953
317432,1282197
317432,1282455
317433,1279270
317433,1279277
317433,1279284
317433,1279326
317433,1279339
317433,1279382
317434,1279290
317434,1279362
317434,1279387
317434,1279439
317435,1279299
317435,1279386
317435,1282830
317436,1279302
317436,1279397
317436,1279418
317436,1279425
317436,1279436
317436,1279445
317437,1279307
317437,1279313
317438,1279308
317438,1279357
317439,1279314
317439,1279423
317439,1279427
317439,1279464
317439,1279466
317439,1279516
317439,1279791
317439,1279911
317439,1280014
317439,1280022
317439,1280178
317439,1280196
317439,1282462
317439,1282465
317440,1279318
317440,1279337
317441,1279323
317441,1279345
317441,1279366
317441,1279369
317441,1279413
317441,1279463
317441,1279875
317441,1280980
317441,1281528
317442,1279328
317442,1279398
317442,1279665
317443,1279336
317443,1279380
317443,1279411
317443,1279452
317444,1279346
317444,1279432
317444,1279460
317444,1279473
317445,1279351
317445,1279472
317446,1279352
317446,1279374
317447,1279359
317447,1279409
317447,1279622
317448,1279363
317448,1279486
317448,1282368
317449,1279364
317449,1279400
317450,1279367
317450,1279383
317450,1279420
317450,1280817
317450,1285241
317450,1285269
317451,1279368
317451,1279968
317452,1279372
317452,1279392
317452,1279399
317452,1279405
317452,1288814
317452,1288848
317453,1279390
317453,1279402
317454,1279395
317454,1279437
317455,1279396
317455,1280259
317455,1280564
317456,1279404
317456,1281274
317456,1287274
317457,1279415
317457,1279448
317457,1279499
317457,1279807
317457,1279839
317458,1279426
317458,1279596
317458,1279672
317458,1280118
317458,1281506
317458,1281828
317458,1288573
317459,1279429
317459,1279440
317459,1279581
317460,1279433
317460,1281932
317461,1279441
317461,1279446
317461,1279471
317461,1279480
317461,1279677
317461,1279766
317461,1283058
317461,1283948
317462,1279444
317462,1279776
317462,1279819
317462,1280028
317462,1280115
317462,1280279
317462,1280649
317462,1281206
317462,1281310
317462,1285179
317462,1285323
317462,1285621
317463,1279481
317463,1282581
317463,1283482
317463,1284401
317463,1285221
317464,1279487
317464,1279604
317464,1279802
317464,1280232
317464,1280340
317464,1280765
317465,1279497
317465,1279521
317466,1279498
317466,1283258
317467,1279500
317467,1279504
317467,1280099
317467,1280191
317467,1281193
317468,1279502
317468,1279518
317468,1279547
317468,1279561
317468,1279572
317468,1279587
317468,1279714
317468,1279725
317468,1279752
317468,1279821
317468,1279854
317468,1279892
317468,1280120
317469,1279503
317469,1279588
317469,1279687
317470,1279505
317470,1279780
317470,1280302
317470,1280337
317471,1279511
317471,1279544
317471,1279741
317471,1279862
317471,1280104
317472,1279520
317472,1279579
317472,1279583
317472,1279585
317472,1279621
317473,1279526
317473,1279537
317473,1279611
317474,1279527
317474,1279623
317474,1280244
317474,1280298
317475,1279532
317475,1279716
317475,1279746
317475,1280187
317476,1279533
317476,1280820
317477,1279535
317477,1279568
317478,1279549
317478,1280076
317478,1280081
317478,1280506
317479,1279552
317479,1281070
317480,1279554
317480,1281249
317480,1281517
317481,1279566
317481,1279573
317481,1279703
317481,1279745
317482,1279569
317482,1279730
317482,1279992
317482,1280208
317482,1280325
317482,1280555
317482,1280907
317482,1282065
317482,1282122
317482,1282588
317482,1284180
317482,1284737
317482,1285315
317482,1285368
317482,1285408
317482,1286028
317482,1286415
317482,1289356
317482,1289584
317483,1279570
317483,1279658
317483,1280273
317484,1279571
317484,1279577
317484,1279580
317484,1279635
317485,1279574
317485,1279724
317485,1281419
317485,1281549
317486,1279589
317486,1279634
317487,1279590
317487,1279600
317487,1280053
317487,1280148
317487,1280153
317487,1280192
317487,1280242
317487,1280569
317488,1279592
317488,1279595
317489,1279593
317489,1279853
317489,1279895
317490,1279598
317490,1280010
317491,1279601
317491,1279609
317492,1279605
317492,1279668
317492,1279715
317492,1279794
317492,1280071
317493,1279607
317493,1280085
317493,1281096
317493,1281666
317493,1290442
317494,1279613
317494,1279980
317495,1279615
317495,1279616
317496,1279618
317496,1279671
317496,1281130
317496,1281307
317496,1281725
317496,1282308
317496,1282348
317496,1282735
317496,1282759
317497,1279619
317497,1279620
317497,1279633
317498,1279630
317498,1279632
317499,1279639
317499,1279642
317499,1279643
317499,1279646
317499,1279655
317499,1279656
317500,1279640
317500,1279644
317500,1279649
317500,1279651
317500,1279925
317500,1279962
317500,1281400
317500,1281401
317500,1281402
317500,1281403
317500,1281438
317500,1281439
317500,1281440
317500,1281441
317500,1281442
317500,1281443
317500,1281444
317500,1281445
317500,1281446
317500,1281782
317500,1283281
317500,1283732
317500,1285140
317500,1286907
317500,1287158
317500,1287426
317501,1279657
317501,1280712
317501,1280829
317502,1279659
317502,1279678
317503,1279664
317503,1279701
317503,1279711
317503,1279719
317504,1279666
317504,1280750
317505,1279669
317505,1279680
317505,1279720
317505,1279863
317505,1279880
317505,1280126
317505,1280275
317505,1280414
317505,1280437
317505,1280632
317505,1280642
317505,1280777
317505,1280842
317505,1280959
317505,1281461
317505,1282080
317505,1285671
317505,1288667
317506,1279673
317506,1279689
317507,1279683
317507,1279798
317508,1279691
317508,1279749
317509,1279704
317509,1279747
317510,1279705
317510,1279799
317510,1280333
317510,1280455
317511,1279706
317511,1281390
317512,1279717
317512,1280355
317513,1279721
317513,1281413
317513,1284345
317513,1284415
317514,1279729
317514,1279740
317514,1279750
317514,1279770
317514,1279784
317514,1282016
317514,1282252
317514,1284509
317515,1279733
317515,1280186
317515,1280440
317515,1280926
317515,1280989
317516,1279744
317516,1279777
317517,1279748
317517,1279866
317517,1286501
317517,1286524
317518,1279751
317518,1279874
317518,1279973
317518,1280108
317518,1280199
317518,1280341
317519,1279754
317519,1279809
317519,1280171
317519,1280213
317519,1280214
317519,1280775
317519,1281080
317519,1281925
317519,1281965
317519,1281974
317519,1281987
317519,1281992
317519,1282362
317519,1282507
317519,1282509
317519,1282510
317519,1282591
317519,1282728
317519,1282757
317519,1282813
317520,1279756
317520,1279785
317521,1279760
317521,1279919
317522,1279764
317522,1282150
317522,1282335
317522,1284887
317523,1279772
317523,1279796
317524,1279774
317524,1279942
317524,1280039
317524,1280128
317524,1280169
317524,1280312
317524,1280342
317524,1280395
317524,1280403
317524,1280453
317525,1279778
317525,1279906
317525,1280050
317525,1280156
317526,1279781
317526,1279953
317526,1280043
317527,1279787
317527,1281082
317528,1279800
317528,1280111
317528,1280162
317528,1280265
317528,1280475
317528,1281265
317528,1284635
317528,1285211
317529,1279803
317529,1279845
317530,1279805
317530,1279903
317531,1279806
317531,1280033
317531,1280095
317531,1280316
317531,1280318
317531,1280349
317531,1280527
317531,1280546
317531,1280575
317531,1280607
317531,1280616
317531,1280624
317531,1281676
317531,1281696
317531,1281830
317531,1281831
317531,1281856
317531,1282404
317531,1289102
317531,1289611
317532,1279808
317532,1280188
317532,1282454
317532,1283873
317533,1279811
317533,1279846
317533,1280073
317533,1280074
317534,1279813
317534,1279867
317535,1279825
317535,1281001
317536,1279828
317536,1279850
317536,1279852
317536,1279904
317536,1280017
317536,1280041
317536,1280174
317536,1280180
317536,1280220
317536,1280225
317536,1280230
317537,1279829
317537,1279857
317538,1279832
317539,1279833
317539,1280166
317539,1280372
317539,1280441
317539,1280652
317539,1280671
317539,1281132
317539,1281281
317540,1279834
317540,1279835
317540,1279843
317540,1279916
317540,1279921
317540,1280399
317540,1280593
317540,1282142
317540,1282144
317540,1282494
317540,1282871
317540,1283196
317540,1285195
317540,1285321
317540,1285326
317540,1285378
317541,1279837
317541,1279841
317542,1279840
317542,1279883
317542,1279934
317542,1279939
317542,1280065
317542,1280122
317543,1279844
317543,1280756
317543,1280782
317543,1280952
317544,1279849
317544,1280748
317545,1279855
317545,1280193
317545,1280565
317546,1279856
317546,1279902
317546,1280103
317546,1280163
317546,1280172
317546,1280206
317547,1279859
317547,1279886
317547,1282475
317547,1282531
317548,1279860
317548,1279927
317548,1279967
317548,1280194
317549,1279861
317549,1280212
317550,1279868
317550,1280648
317550,1281448
317550,1281792
317551,1279871
317551,1280130
317552,1279873
317552,1280024
317552,1283012
317553,1279876
317553,1279882
317553,1280583
317553,1282999
317553,1284491
317553,1284526
317553,1284894
317553,1284904
317553,1285155
317554,1279878
317554,1280090
317554,1280859
317554,1280867
317555,1279881
317555,1279951
317555,1279983
317555,1280070
317555,1280425
317555,1280535
317555,1280572
317555,1281010
317555,1281027
317555,1281034
317555,1281064
317555,1281614
317555,1281708
317555,1281802
317555,1281820
317555,1281859
317555,1281870
317555,1281872
317555,1281876
317555,1281881
317555,1282040
317555,1282192
317555,1282661
317555,1282703
317555,1282733
317556,1279887
317556,1280036
317556,1280360
317556,1280605
317556,1282155
317556,1282164
317557,1279893
317557,1279898
317558,1279896
317558,1281625
317558,1282448
317558,1282705
317559,1279899
317559,1282204
317559,1282242
317559,1282908
317559,1284365
317560,1279900
317560,1279917
317560,1279965
317560,1279974
317560,1279976
317560,1279977
317561,1279908
317561,1279998
317562,1279912
317562,1280027
317562,1280350
317563,1279920
317563,1279940
317564,1279922
317564,1280037
317564,1281353
317564,1281378
317564,1282488
317565,1279923
317565,1280182
317565,1280211
317566,1279926
317566,1280006
317567,1279928
317567,1280822
317567,1280922
317567,1281586
317568,1279929
317568,1280080
317568,1280289
317568,1280358
317569,1279931
317569,1280109
317569,1280152
317569,1280255
317569,1287399
317569,1287471
317569,1288021
317569,1288022
317569,1288075
317569,1288306
317569,1288348
317569,1288684
317569,1288755
317570,1279933
317570,1280093
317571,1279937
317571,1279944
317572,1279949
317572,1280026
317573,1279950
317573,1280203
317573,1280290
317573,1280943
317574,1279954
317574,1280112
317575,1279955
317575,1280157
317575,1281172
317575,1283405
317575,1284722
317575,1286719
317575,1290103
317576,1279956
317576,1280048
317577,1279957
317577,1280049
317577,1280072
317577,1280158
317578,1279964
317578,1280417
317579,1279969
317579,1280839
317579,1280840
317579,1280912
317579,1281104
317579,1281105
317579,1281111
317579,1281140
317579,1281242
317579,1281277
317580,1279984
317580,1279995
317580,1280838
317580,1285141
317581,1279985
317581,1279991
317581,1280356
317581,1280368
317581,1280594
317581,1280888
317581,1284045
317582,1279986
317582,1280424
317582,1280481
317582,1280627
317582,1280706
317582,1281077
317582,1281211
317582,1281235
317582,1281236
317582,1281251
317582,1281254
317582,1282107
317582,1282621
317582,1283094
317582,1284287
317582,1286280
317582,1287046
317582,1287228
317582,1287856
317582,1288094
317582,1288254
317583,1279993
317583,1280471
317584,1280000
317584,1280007
317584,1280100
317585,1280002
317585,1282000
317585,1282079
317585,1282544
317585,1282732
317585,1284735
317585,1284742
317585,1286000
317585,1286293
317586,1280003
317586,1280140
317587,1280004
317587,1280029
317587,1282594
317587,1282718
317587,1282824
317587,1282941
317587,1284464
317587,1284614
317587,1284927
317588,1280005
317588,1280063
317589,1280011
317589,1280499
317589,1282358
317589,1282418
317589,1282484
317589,1283349
317589,1284838
317589,1285481
317589,1290228
317590,1280013
317590,1280032
317590,1280173
317591,1280018
317591,1280097
317591,1280500
317591,1280716
317591,1281591
317591,1281695
317592,1280020
317592,1281493
317592,1281719
317592,1282684
317592,1282780
317593,1280021
317593,1281147
317594,1280023
317594,1281703
317594,1287766
317595,1280038
317595,1280086
317595,1280687
317595,1280749
317595,1280754
317596,1280044
317596,1280094
317597,1280046
317597,1280149
317597,1280154
317597,1280189
317598,1280047
317598,1280051
317598,1280124
317598,1280129
317598,1280133
317598,1280227
317598,1280362
317598,1280461
317598,1280637
317598,1280751
317598,1280826
317598,1280827
317598,1280828
317598,1280830
317598,1280844
317598,1281195
317598,1281204
317598,1281213
317598,1281245
317598,1281258
317598,1281262
317598,1281293
317598,1281355
317598,1281370
317598,1281377
317599,1280055
317599,1280077
317599,1280092
317599,1280570
317599,1280646
317599,1280668
317599,1280728
317599,1282063
317599,1284678
317599,1285749
317599,1286457
317599,1287520
317599,1287529
317599,1288764
317599,1288894
317599,1289206
317599,1289431
317599,1289755
317599,1291216
317599,1291219
317600,1280056
317600,1280098
317601,1280066
317601,1280096
317601,1280235
317601,1280253
317602,1280069
317602,1280271
317602,1280300
317602,1282076
317602,1288323
317602,1289372
317603,1280083
317603,1280117
317604,1280088
317604,1282583
317605,1280101
317605,1280159
317606,1280105
317606,1280215
317606,1280530
317606,1283180
317606,1288341
317607,1280123
317607,1280547
317607,1280884
317608,1280131
317608,1281011
317609,1280134
317610,1280135
317610,1281078
317610,1283261
317610,1283720
317611,1280136
317611,1280141
317611,1280144
317611,1280146
317611,1280147
317611,1280161
317611,1280927
317611,1281009
317611,1281846
317612,1280143
317612,1280320
317613,1280151
317613,1282066
317614,1280155
317614,1280201
317614,1280332
317614,1280492
317615,1280176
317615,1282094
317616,1280177
317616,1280200
317617,1280179
317617,1280185
317618,1280198
317618,1284360
317619,1280204
317619,1280234
317619,1280263
317619,1280281
317619,1280422
317620,1280205
317620,1282098
317621,1280218
317621,1280661
317621,1281900
317621,1281902
317621,1288572
317621,1289061
317622,1280219
317622,1280715
317622,1281228
317622,1281292
317623,1280222
317623,1280223
317623,1280226
317623,1280228
317623,1280229
317623,1280231
317623,1280261
317623,1280304
317623,1280346
317623,1280442
317623,1280450
317623,1280483
317623,1280501
317623,1280554
317623,1280556
317623,1280613
317623,1280666
317623,1280887
317623,1280906
317623,1280982
317624,1280236
317624,1280251
317625,1280237
317625,1280464
317626,1280238
317626,1282919
317626,1283002
317626,1284429
317626,1285008
317626,1285436
317627,1280241
317627,1280266
317627,1280465
317627,1280539
317627,1281113
317627,1281247
317628,1280243
317628,1280260
317628,1280276
317628,1280294
317628,1280445
317629,1280247
317629,1280541
317629,1280601
317629,1280684
317630,1280248
317630,1280484
317630,1280526
317630,1280640
317631,1280249
317631,1280262
317631,1280296
317631,1280311
317631,1280714
317631,1280726
317631,1280727
317632,1280264
317632,1280391
317633,1280272
317633,1280305
317634,1280277
317634,1280291
317635,1280286
317635,1280386
317635,1280683
317635,1280745
317636,1280288
317636,1280297
317637,1280292
317637,1280467
317638,1280293
317638,1280322
317638,1280326
317638,1280841
317638,1282791
317638,1282807
317638,1283036
317638,1283091
317638,1283322
317638,1283490
317638,1283607
317638,1284079
317638,1284090
317638,1284098
317638,1284121
317638,1284143
317638,1285144
317638,1285785
317638,1285831
317638,1287475
317638,1287641
317638,1287677
317638,1287723
317638,1289463
317639,1280295
317639,1280345
317639,1280412
317639,1280415
317639,1280460
317639,1280529
317639,1280589
317640,1280301
317640,1280769
317640,1280774
317640,1281041
317641,1280309
317641,1280387
317641,1280402
317641,1280692
317642,1280314
317642,1280419
317642,1280433
317642,1280623
317642,1280713
317642,1280954
317643,1280321
317643,1280444
317644,1280329
317644,1280610
317645,1280331
317645,1280359
317645,1280378
317645,1280566
317645,1280584
317646,1280336
317646,1280348
317646,1280367
317646,1280390
317646,1280398
317646,1280426
317646,1280434
317646,1280438
317646,1280446
317646,1280466
317646,1280522
317646,1280559
317646,1280657
317646,1280704
317646,1280720
317646,1280812
317646,1280908
317646,1280978
317646,1281050
317646,1281115
317646,1281126
317646,1281154
317646,1281164
317646,1281203
317646,1281275
317646,1282090
317646,1282210
317646,1282236
317646,1282287
317646,1282506
317646,1282580
317646,1284566
317646,1284682
317647,1280339
317647,1280721
317647,1280729
317647,1281042
317647,1281161
317647,1281246
317647,1281283
317647,1283440
317648,1280344
317648,1280371
317648,1280528
317648,1280659
317649,1280347
317649,1280486
317649,1280524
317649,1280542
317649,1280595
317649,1280655
317649,1280675
317649,1280695
317649,1280877
317649,1280904
317649,1280961
317649,1281220
317650,1280352
317650,1280354
317650,1288804
317650,1289406
317650,1291288
317651,1280357
317651,1281656
317651,1283536
317651,1285048
317652,1280366
317652,1281732
317652,1281764
317653,1280374
317653,1280411
317654,1280379
317654,1283241
317655,1280380
317655,1281086
317655,1282070
317655,1282119
317655,1284493
317655,1285116
317655,1285355
317655,1287141
317655,1287167
317655,1287746
317656,1280381
317656,1281631
317656,1283681
317656,1284641
317656,1285542
317656,1285559
317656,1285578
317656,1287079
317656,1287476
317656,1289397
317656,1289951
317656,1290395
317656,1291154
317657,1280384
317657,1280396
317657,1280397
317657,1280400
317657,1280404
317657,1280409
317658,1280389
317658,1280480
317658,1280549
317658,1280563
317658,1280568
317659,1280394
317659,1281089
317660,1280401
317660,1280406
